pscase_type	pscase_mode	frontier	countmin_search	countmin_mode	BF_steps	runtime
randomE	online	bpq	hybrid	blank	1	1.2380 ± 0.0497
mix_gen	online	bpq	ob	online	2	1.2384 ± 0.1018
mix_gen	blank	bpq	false	false	0	1.2385 ± 0.0907
mix_gen	offline	bpq	hybrid	offline	3	1.2389 ± 0.0557
randomE	online	bpq	hybrid	online	1	1.2389 ± 0.0623
mix_all	online	bpq	npf	online	1	1.2391 ± 0.0441
mix_all	blank	bpq	npf	online	3	1.2391 ± 0.0657
mix_all	false	bpq	hybrid	offline	1	1.2392 ± 0.0556
mix_all	blank	bpq	npf	blank	1	1.2393 ± 0.0644
mix_all	online	bpq	dedup	offline	3	1.2394 ± 0.0366
mix_gen	offline	bpq	dedup	offline	1	1.2395 ± 0.0344
randomE	blank	bpq	dedup	blank	3	1.2395 ± 0.0771
mix_all	offline	bpq	ob	blank	3	1.2395 ± 0.0276
randomE	blank	bpq	ob	blank	0	1.2396 ± 0.0553
randomE	blank	bpq	ob	online	1	1.2396 ± 0.0573
randomE	offline	bpq	dedup	online	3	1.2398 ± 0.1022
mix_gen	offline	bpq	dedup	blank	0	1.2399 ± 0.0652
randomE	offline	bpq	hybrid	online	2	1.2400 ± 0.0465
mix_gen	blank	bpq	dedup	blank	2	1.2402 ± 0.0606
mix_gen	online	bpq	npf	online	0	1.2405 ± 0.0438
randomE	blank	bpq	hybrid	offline	1	1.2405 ± 0.0918
mix_gen	offline	bpq	hybrid	offline	0	1.2406 ± 0.0396
mix_all	offline	bpq	ob	blank	1	1.2407 ± 0.0480
mix_all	blank	bpq	hybrid	online	3	1.2408 ± 0.0634
mix_gen	false	bpq	npf	offline	0	1.2408 ± 0.0491
mix_gen	offline	bpq	hybrid	blank	3	1.2409 ± 0.0412
mix_all	online	bpq	hybrid	online	3	1.2409 ± 0.0864
mix_gen	blank	bpq	dedup	online	1	1.2412 ± 0.0602
randomE	blank	bpq	dedup	online	0	1.2412 ± 0.1113
mix_all	blank	bpq	npf	blank	3	1.2412 ± 0.0823
randomE	online	bpq	ob	online	3	1.2412 ± 0.1103
randomE	blank	bpq	dedup	offline	0	1.2417 ± 0.0806
mix_all	blank	bpq	npf	offline	0	1.2418 ± 0.0381
mix_all	offline	bpq	hybrid	offline	0	1.2418 ± 0.0634
mix_all	offline	bpq	npf	blank	2	1.2421 ± 0.0775
mix_gen	online	bpq	npf	blank	1	1.2424 ± 0.0459
mix_gen	online	bpq	dedup	online	1	1.2424 ± 0.0589
randomE	blank	bpq	hybrid	online	2	1.2426 ± 0.0780
randomE	false	bpq	npf	blank	3	1.2427 ± 0.0753
randomE	offline	bpq	hybrid	online	0	1.2428 ± 0.0530
randomE	blank	bpq	ob	offline	0	1.2431 ± 0.0469
randomE	blank	bpq	npf	blank	2	1.2431 ± 0.0548
mix_all	blank	bpq	dedup	blank	3	1.2433 ± 0.0458
randomE	blank	bpq	hybrid	online	1	1.2435 ± 0.0847
mix_all	offline	bpq	dedup	blank	2	1.2438 ± 0.0905
mix_all	blank	bpq	hybrid	offline	2	1.2439 ± 0.0490
mix_gen	false	bpq	hybrid	offline	1	1.2439 ± 0.0755
randomE	online	bpq	hybrid	offline	1	1.2439 ± 0.0680
